"","Complaint","Lat","Lon"
"5425","Maintenance or Facility",NA,NA
"5426","Maintenance or Facility",NA,NA
"5427","Maintenance or Facility",40.81449308,-73.90221982
"5428","Maintenance or Facility",NA,NA
"5429","Maintenance or Facility",40.68174168,-73.95858403
"5430","Maintenance or Facility",NA,NA
"5431","Maintenance or Facility",40.75393354,-73.96434662
"5432","Maintenance or Facility",40.77879404,-73.98205472
"5433","Maintenance or Facility",NA,NA
"5434","Maintenance or Facility",NA,NA
"5435","Maintenance or Facility",NA,NA
"5436","Maintenance or Facility",40.79155112,-73.80733105
"5437","Maintenance or Facility",NA,NA
"5438","Maintenance or Facility",40.80050888,-73.93814625
"5439","Maintenance or Facility",NA,NA
"5440","Maintenance or Facility",NA,NA
"5441","Maintenance or Facility",NA,NA
"5442","Maintenance or Facility",NA,NA
"5443","Maintenance or Facility",NA,NA
"5444","Maintenance or Facility",40.81459336,-73.88589405
"5445","Maintenance or Facility",40.71240883,-73.97801819
"5446","Maintenance or Facility",NA,NA
"5447","Maintenance or Facility",NA,NA
"5448","Maintenance or Facility",NA,NA
"5449","Maintenance or Facility",NA,NA
"5450","Maintenance or Facility",NA,NA
"5451","Maintenance or Facility",40.79469732,-73.93636031
"5452","Maintenance or Facility",40.70601128,-73.93547836
"5453","Maintenance or Facility",NA,NA
"5454","Maintenance or Facility",NA,NA
"5455","Maintenance or Facility",NA,NA
"5456","Maintenance or Facility",NA,NA
"5457","Maintenance or Facility",NA,NA
"5458","Maintenance or Facility",40.78842026,-73.97076339
"5459","Maintenance or Facility",40.88070039,-73.91930328
"5460","Maintenance or Facility",NA,NA
"5461","Maintenance or Facility",NA,NA
"5462","Maintenance or Facility",NA,NA
"5463","Maintenance or Facility",NA,NA
"5464","Maintenance or Facility",NA,NA
"5465","Maintenance or Facility",NA,NA
"5466","Maintenance or Facility",40.82580102,-73.88971212
"5467","Maintenance or Facility",40.67193148,-73.85163525
"5468","Maintenance or Facility",NA,NA
"5469","Maintenance or Facility",NA,NA
"5470","Maintenance or Facility",NA,NA
"5471","Maintenance or Facility",NA,NA
"5472","Maintenance or Facility",NA,NA
"5473","Maintenance or Facility",NA,NA
"5474","Maintenance or Facility",40.81449308,-73.90221982
"5475","Maintenance or Facility",40.80958115,-73.93994763
"5476","Maintenance or Facility",40.72142619,-73.96053273
"5477","Maintenance or Facility",NA,NA
"5478","Maintenance or Facility",NA,NA
"5479","Maintenance or Facility",NA,NA
"5480","Maintenance or Facility",NA,NA
"5481","Maintenance or Facility",NA,NA
"5482","Maintenance or Facility",NA,NA
"5483","Maintenance or Facility",40.80934131,-73.8553098
"5484","Maintenance or Facility",NA,NA
"5485","Maintenance or Facility",40.54137119,-74.21207791
"5486","Maintenance or Facility",NA,NA
"5487","Maintenance or Facility",NA,NA
"5488","Maintenance or Facility",40.67035482,-73.733713
"5489","Maintenance or Facility",40.7735301,-73.98533081
"5490","Maintenance or Facility",NA,NA
"5491","Maintenance or Facility",NA,NA
"5492","Maintenance or Facility",NA,NA
"5493","Maintenance or Facility",NA,NA
"5494","Maintenance or Facility",NA,NA
"5495","Maintenance or Facility",NA,NA
"5496","Maintenance or Facility",40.78043687,-73.94988197
"5497","Maintenance or Facility",NA,NA
"5498","Maintenance or Facility",NA,NA
"5499","Maintenance or Facility",NA,NA
"5500","Maintenance or Facility",NA,NA
"5501","Maintenance or Facility",NA,NA
"5502","Maintenance or Facility",40.73300196,-73.85988844
"5503","Maintenance or Facility",NA,NA
"5504","Maintenance or Facility",NA,NA
"5505","Maintenance or Facility",40.80115519,-73.95964749
"5506","Maintenance or Facility",40.78296159,-73.80823697
"5507","Maintenance or Facility",40.63746939,-73.91917226
"5508","Maintenance or Facility",NA,NA
"5509","Maintenance or Facility",NA,NA
"5510","Maintenance or Facility",NA,NA
"5511","Maintenance or Facility",NA,NA
"5512","Maintenance or Facility",40.54386967,-74.14444281
"5513","Maintenance or Facility",NA,NA
"5514","Maintenance or Facility",NA,NA
"5515","Maintenance or Facility",40.52092886,-74.21735431
"5516","Maintenance or Facility",NA,NA
"5517","Maintenance or Facility",40.76076834,-73.87208512
"5518","Maintenance or Facility",40.90178215,-73.90469232
"5519","Maintenance or Facility",NA,NA
"5520","Maintenance or Facility",40.71196338,-74.00607796
"5521","Maintenance or Facility",NA,NA
"5522","Maintenance or Facility",NA,NA
"5523","Maintenance or Facility",40.61117296,-73.97701065
"5524","Maintenance or Facility",40.55235654,-74.1331691
"5525","Maintenance or Facility",NA,NA
"5526","Maintenance or Facility",NA,NA
"5527","Maintenance or Facility",40.66682256,-73.88165543
"5528","Maintenance or Facility",40.75971364,-73.76125513
"5529","Maintenance or Facility",NA,NA
"5530","Maintenance or Facility",NA,NA
"5531","Maintenance or Facility",40.8274253,-73.86822438
"5532","Maintenance or Facility",NA,NA
"5533","Maintenance or Facility",NA,NA
"5534","Maintenance or Facility",NA,NA
"5535","Maintenance or Facility",NA,NA
"5536","Maintenance or Facility",40.61368319,-73.91192545
"5537","Maintenance or Facility",NA,NA
"5538","Maintenance or Facility",NA,NA
"5539","Maintenance or Facility",NA,NA
"5540","Maintenance or Facility",NA,NA
"5541","Maintenance or Facility",40.63577584,-73.88664658
"5542","Maintenance or Facility",40.90192441,-73.86559875
"5543","Maintenance or Facility",40.77662723,-73.83905371
"5544","Maintenance or Facility",40.71392604,-73.99955631
"5545","Maintenance or Facility",40.85856355,-73.86779395
"5546","Maintenance or Facility",NA,NA
"5547","Maintenance or Facility",40.74978836,-73.9877686
"5548","Maintenance or Facility",40.73875498,-74.00549582
"5549","Maintenance or Facility",NA,NA
"5550","Maintenance or Facility",NA,NA
"5551","Maintenance or Facility",NA,NA
"5552","Maintenance or Facility",NA,NA
"5553","Maintenance or Facility",NA,NA
"5554","Maintenance or Facility",NA,NA
"5555","Maintenance or Facility",40.82997947,-73.88238063
"5556","Maintenance or Facility",NA,NA
"5557","Maintenance or Facility",NA,NA
"5558","Maintenance or Facility",40.74436325,-73.91370508
"5559","Maintenance or Facility",40.7741151,-73.98862703
"5560","Maintenance or Facility",40.77473537,-73.98817561
"5561","Maintenance or Facility",NA,NA
"5562","Maintenance or Facility",NA,NA
"5563","Maintenance or Facility",NA,NA
"5564","Maintenance or Facility",NA,NA
"5565","Maintenance or Facility",NA,NA
"5566","Maintenance or Facility",NA,NA
"5567","Maintenance or Facility",NA,NA
"5568","Maintenance or Facility",40.7897337,-73.96609338
"5569","Maintenance or Facility",NA,NA
"5570","Maintenance or Facility",40.80174149,-73.96475806
"5571","Maintenance or Facility",NA,NA
"5572","Maintenance or Facility",NA,NA
"5573","Maintenance or Facility",NA,NA
"5574","Maintenance or Facility",40.79293095,-73.94999897
"5575","Maintenance or Facility",NA,NA
"5576","Maintenance or Facility",NA,NA
"5577","Maintenance or Facility",NA,NA
"5578","Maintenance or Facility",NA,NA
"5579","Maintenance or Facility",NA,NA
"5580","Maintenance or Facility",40.66163484,-73.76265143
"5581","Maintenance or Facility",40.66859966,-73.73675162
"5582","Maintenance or Facility",40.59781084,-73.99937704
"5583","Maintenance or Facility",NA,NA
"5584","Maintenance or Facility",NA,NA
"5585","Maintenance or Facility",40.84665861,-73.89617624
"5586","Maintenance or Facility",40.88070039,-73.91930328
"5587","Maintenance or Facility",NA,NA
"5588","Maintenance or Facility",40.7741151,-73.98862703
"5589","Maintenance or Facility",NA,NA
"5590","Maintenance or Facility",NA,NA
"5591","Maintenance or Facility",NA,NA
"5592","Maintenance or Facility",NA,NA
"5593","Maintenance or Facility",NA,NA
"5594","Maintenance or Facility",40.71199874,-73.78941362
"5595","Maintenance or Facility",40.71508524,-73.84367173
"5596","Maintenance or Facility",NA,NA
"5597","Maintenance or Facility",NA,NA
"5598","Maintenance or Facility",40.6371409,-74.0254736
"5599","Maintenance or Facility",NA,NA
"5600","Maintenance or Facility",40.72972315,-73.95924335
"5601","Maintenance or Facility",40.63823421,-74.02111425
"5602","Maintenance or Facility",NA,NA
"5603","Maintenance or Facility",NA,NA
"5604","Maintenance or Facility",40.84733412,-73.83136459
"5605","Maintenance or Facility",NA,NA
"5606","Maintenance or Facility",NA,NA
"5607","Maintenance or Facility",40.85891275,-73.92295925
"5608","Maintenance or Facility",40.63779424,-74.02509192
"5609","Maintenance or Facility",NA,NA
"5610","Maintenance or Facility",NA,NA
"5611","Maintenance or Facility",NA,NA
"5612","Maintenance or Facility",NA,NA
"5613","Maintenance or Facility",NA,NA
"5614","Maintenance or Facility",NA,NA
"5615","Maintenance or Facility",NA,NA
"5616","Maintenance or Facility",NA,NA
"5617","Maintenance or Facility",40.55245051,-74.13728237
"5618","Maintenance or Facility",NA,NA
"5619","Maintenance or Facility",NA,NA
"5620","Maintenance or Facility",NA,NA
"5621","Maintenance or Facility",NA,NA
"5622","Maintenance or Facility",40.79155112,-73.80733105
"5623","Maintenance or Facility",NA,NA
"5624","Maintenance or Facility",40.59220707,-73.9354983
"5625","Maintenance or Facility",NA,NA
"5626","Maintenance or Facility",NA,NA
"5627","Maintenance or Facility",NA,NA
"5628","Maintenance or Facility",NA,NA
"5629","Maintenance or Facility",NA,NA
"5630","Maintenance or Facility",NA,NA
"5631","Maintenance or Facility",NA,NA
"5632","Maintenance or Facility",NA,NA
"5633","Maintenance or Facility",NA,NA
"5634","Maintenance or Facility",NA,NA
"5635","Maintenance or Facility",NA,NA
"5636","Maintenance or Facility",40.67689413,-73.90004574
"5637","Maintenance or Facility",NA,NA
"5638","Maintenance or Facility",40.77425088,-73.94526522
"5639","Maintenance or Facility",NA,NA
"5640","Maintenance or Facility",40.66752241,-73.78062518
"5641","Maintenance or Facility",NA,NA
"5642","Maintenance or Facility",40.68288749,-73.78487604
"5643","Maintenance or Facility",40.70003074,-73.81278163
"5644","Maintenance or Facility",NA,NA
"5645","Maintenance or Facility",40.63380255,-73.88969436
"5646","Maintenance or Facility",NA,NA
"5647","Maintenance or Facility",NA,NA
"5648","Maintenance or Facility",40.74377322,-73.91382855
"5649","Maintenance or Facility",NA,NA
"5650","Maintenance or Facility",40.54645899,-74.14146553
"5651","Maintenance or Facility",NA,NA
"5652","Maintenance or Facility",NA,NA
"5653","Maintenance or Facility",NA,NA
"5654","Maintenance or Facility",NA,NA
"5655","Maintenance or Facility",NA,NA
"5656","Maintenance or Facility",40.82002534,-73.92662445
"5657","Maintenance or Facility",40.68950747,-73.97013246
"5658","Maintenance or Facility",40.68073349,-73.97450254
"5659","Maintenance or Facility",40.79812872,-73.94831198
"5660","Maintenance or Facility",40.65088691,-73.96465396
"5661","Maintenance or Facility",NA,NA
"5662","Maintenance or Facility",NA,NA
"5663","Maintenance or Facility",NA,NA
"5664","Maintenance or Facility",NA,NA
"5665","Maintenance or Facility",NA,NA
"5666","Maintenance or Facility",NA,NA
"5667","Maintenance or Facility",NA,NA
"5668","Maintenance or Facility",NA,NA
"5669","Maintenance or Facility",NA,NA
"5670","Maintenance or Facility",NA,NA
"5671","Maintenance or Facility",NA,NA
"5672","Maintenance or Facility",40.77765623,-73.96398369
"5673","Maintenance or Facility",40.77060863,-73.77970074
"5674","Maintenance or Facility",NA,NA
"5675","Maintenance or Facility",NA,NA
"5676","Maintenance or Facility",NA,NA
"5677","Maintenance or Facility",NA,NA
"5678","Maintenance or Facility",40.64671751,-73.9978811
"5679","Maintenance or Facility",NA,NA
"5680","Maintenance or Facility",NA,NA
"5681","Maintenance or Facility",NA,NA
"5682","Maintenance or Facility",NA,NA
"5683","Maintenance or Facility",NA,NA
"5684","Maintenance or Facility",NA,NA
"5685","Maintenance or Facility",NA,NA
"5686","Maintenance or Facility",NA,NA
"5687","Maintenance or Facility",40.59418599,-74.16778365
"5688","Maintenance or Facility",NA,NA
"5689","Maintenance or Facility",40.75247066,-73.96455314
"5690","Maintenance or Facility",NA,NA
"5691","Maintenance or Facility",40.6529076,-73.97769182
"5692","Maintenance or Facility",NA,NA
"5693","Maintenance or Facility",NA,NA
"5694","Maintenance or Facility",NA,NA
"5695","Maintenance or Facility",40.73091294,-73.77491409
"5696","Maintenance or Facility",NA,NA
"5697","Maintenance or Facility",NA,NA
"5698","Maintenance or Facility",NA,NA
"5699","Maintenance or Facility",40.6715587,-73.84782208
"5700","Maintenance or Facility",NA,NA
"5701","Maintenance or Facility",NA,NA
"5702","Maintenance or Facility",NA,NA
"5703","Maintenance or Facility",40.78905143,-73.97030087
"5704","Maintenance or Facility",40.72784609,-73.98222719
"5705","Maintenance or Facility",40.67471285,-73.96900348
"5706","Maintenance or Facility",NA,NA
"5707","Maintenance or Facility",NA,NA
"5708","Maintenance or Facility",40.5853625,-73.98750349
"5709","Maintenance or Facility",NA,NA
"5710","Maintenance or Facility",NA,NA
"5711","Maintenance or Facility",40.76275985,-73.8895205
"5712","Maintenance or Facility",40.7735276,-73.78474932
"5713","Maintenance or Facility",40.73022696,-74.00685537
"5714","Maintenance or Facility",NA,NA
"5715","Maintenance or Facility",NA,NA
"5716","Maintenance or Facility",NA,NA
"5717","Maintenance or Facility",NA,NA
"5718","Maintenance or Facility",NA,NA
"5719","Maintenance or Facility",NA,NA
"5720","Maintenance or Facility",NA,NA
"5721","Maintenance or Facility",40.74416744,-73.91247833
"5722","Maintenance or Facility",NA,NA
"5723","Maintenance or Facility",40.63852557,-73.98130336
"5724","Maintenance or Facility",40.82245735,-73.92691443
"5725","Maintenance or Facility",NA,NA
"5726","Maintenance or Facility",40.77286633,-73.98954068
"5727","Maintenance or Facility",40.6935069,-73.98611291
"5728","Maintenance or Facility",NA,NA
"5729","Maintenance or Facility",40.89546803,-73.87712129
"5730","Maintenance or Facility",NA,NA
"5731","Maintenance or Facility",NA,NA
"5732","Maintenance or Facility",40.74448207,-73.89789811
"5733","Maintenance or Facility",NA,NA
"5734","Maintenance or Facility",NA,NA
"5735","Maintenance or Facility",NA,NA
"5736","Maintenance or Facility",NA,NA
"5737","Maintenance or Facility",NA,NA
"5738","Maintenance or Facility",NA,NA
"5739","Maintenance or Facility",40.87366019,-73.89837231
"5740","Maintenance or Facility",NA,NA
"5741","Maintenance or Facility",NA,NA
"5742","Maintenance or Facility",NA,NA
"5743","Maintenance or Facility",NA,NA
"5744","Maintenance or Facility",NA,NA
"5745","Maintenance or Facility",NA,NA
"5746","Maintenance or Facility",40.65934804,-73.7598194
"5747","Maintenance or Facility",NA,NA
"5748","Maintenance or Facility",NA,NA
"5749","Maintenance or Facility",40.77060863,-73.77970074
"5750","Maintenance or Facility",NA,NA
"5751","Maintenance or Facility",40.75928411,-73.95926496
"5752","Maintenance or Facility",NA,NA
"5753","Maintenance or Facility",40.65096689,-73.97697171
"5754","Maintenance or Facility",NA,NA
"5755","Maintenance or Facility",NA,NA
"5756","Maintenance or Facility",40.6420144,-73.93129193
"5757","Maintenance or Facility",NA,NA
"5758","Maintenance or Facility",NA,NA
"5759","Maintenance or Facility",40.76789266,-73.92352664
"5760","Maintenance or Facility",NA,NA
"5761","Maintenance or Facility",40.70259527,-73.85529263
"5762","Maintenance or Facility",NA,NA
"5763","Maintenance or Facility",NA,NA
"5764","Maintenance or Facility",40.77914451,-73.94477375
"5765","Maintenance or Facility",NA,NA
"5766","Maintenance or Facility",40.72547615,-73.76557731
"5767","Maintenance or Facility",NA,NA
"5768","Maintenance or Facility",NA,NA
"5769","Maintenance or Facility",NA,NA
"5770","Maintenance or Facility",NA,NA
"5771","Maintenance or Facility",NA,NA
"5772","Maintenance or Facility",NA,NA
"5773","Maintenance or Facility",NA,NA
"5774","Maintenance or Facility",NA,NA
"5775","Maintenance or Facility",NA,NA
"5776","Maintenance or Facility",NA,NA
"5777","Maintenance or Facility",40.82962826,-73.92117919
"5778","Maintenance or Facility",40.60347091,-73.95728212
"5779","Maintenance or Facility",40.88360709,-73.91557485
"5780","Maintenance or Facility",NA,NA
"5781","Maintenance or Facility",NA,NA
"5782","Maintenance or Facility",NA,NA
"5783","Maintenance or Facility",40.73093062,-73.88559351
"5784","Maintenance or Facility",NA,NA
"5785","Maintenance or Facility",NA,NA
"5786","Maintenance or Facility",NA,NA
"5787","Maintenance or Facility",NA,NA
"5788","Maintenance or Facility",NA,NA
"5789","Maintenance or Facility",40.54049746,-74.14351447
"5790","Maintenance or Facility",NA,NA
"5791","Maintenance or Facility",40.58279698,-74.0903055
"5792","Maintenance or Facility",40.57440144,-74.09929693
"5793","Maintenance or Facility",NA,NA
"5794","Maintenance or Facility",NA,NA
"5795","Maintenance or Facility",NA,NA
"5796","Maintenance or Facility",NA,NA
"5797","Maintenance or Facility",40.65231508,-73.73687353
"5798","Maintenance or Facility",NA,NA
"5799","Maintenance or Facility",NA,NA
"5800","Maintenance or Facility",NA,NA
"5801","Maintenance or Facility",40.60834261,-73.93351269
"5802","Maintenance or Facility",40.64748607,-74.00066306
"5803","Maintenance or Facility",NA,NA
"5804","Maintenance or Facility",NA,NA
"5805","Maintenance or Facility",40.72079674,-73.94495558
"5806","Maintenance or Facility",NA,NA
"5807","Maintenance or Facility",NA,NA
"5808","Maintenance or Facility",NA,NA
"5809","Maintenance or Facility",NA,NA
"5810","Maintenance or Facility",40.67878325,-73.91093814
"5811","Maintenance or Facility",NA,NA
"5812","Maintenance or Facility",NA,NA
"5813","Maintenance or Facility",NA,NA
"5814","Maintenance or Facility",40.7316163,-73.85148072
"5815","Maintenance or Facility",40.71176566,-73.99232051
"5816","Maintenance or Facility",40.69328178,-73.98574153
"5817","Maintenance or Facility",NA,NA
"5818","Maintenance or Facility",NA,NA
"5819","Maintenance or Facility",NA,NA
"5820","Maintenance or Facility",40.62628526,-74.03579053
"5821","Maintenance or Facility",NA,NA
"5822","Maintenance or Facility",NA,NA
"5823","Maintenance or Facility",NA,NA
"5824","Maintenance or Facility",40.70523053,-74.00475007
"5825","Maintenance or Facility",NA,NA
"5826","Maintenance or Facility",NA,NA
"5827","Maintenance or Facility",NA,NA
"5828","Maintenance or Facility",NA,NA
"5829","Maintenance or Facility",NA,NA
"5830","Maintenance or Facility",NA,NA
"5831","Maintenance or Facility",40.62745784,-73.93935497
"5832","Maintenance or Facility",NA,NA
"5833","Maintenance or Facility",NA,NA
"5834","Maintenance or Facility",NA,NA
"5835","Maintenance or Facility",NA,NA
"5836","Maintenance or Facility",40.80115519,-73.95964749
"5837","Maintenance or Facility",40.83491761,-73.89412388
"5838","Maintenance or Facility",NA,NA
"5839","Maintenance or Facility",NA,NA
"5840","Maintenance or Facility",NA,NA
"5841","Maintenance or Facility",NA,NA
"5842","Maintenance or Facility",NA,NA
"5843","Maintenance or Facility",NA,NA
"5844","Maintenance or Facility",40.67279721,-73.9832837
"5845","Maintenance or Facility",NA,NA
"5846","Maintenance or Facility",40.53593946,-74.14695119
"5847","Maintenance or Facility",40.61915435,-73.99787117
"5848","Maintenance or Facility",40.87857909,-73.86884984
"5849","Maintenance or Facility",40.62745784,-73.93935497
"5850","Maintenance or Facility",NA,NA
"5851","Maintenance or Facility",NA,NA
"5852","Maintenance or Facility",40.77812062,-73.80059625
"5853","Maintenance or Facility",40.58956616,-73.93979624
"5854","Maintenance or Facility",NA,NA
"5855","Maintenance or Facility",NA,NA
"5856","Maintenance or Facility",40.70682923,-73.96838982
"5857","Maintenance or Facility",NA,NA
"5858","Maintenance or Facility",NA,NA
"5859","Maintenance or Facility",40.63038477,-73.89499957
"5860","Maintenance or Facility",NA,NA
"5861","Maintenance or Facility",NA,NA
"5862","Maintenance or Facility",NA,NA
"5863","Maintenance or Facility",40.67300949,-73.78808752
"5864","Maintenance or Facility",NA,NA
"5865","Maintenance or Facility",NA,NA
"5866","Maintenance or Facility",40.63846735,-74.10287649
"5867","Maintenance or Facility",40.69024077,-73.94818647
"5868","Maintenance or Facility",NA,NA
"5869","Maintenance or Facility",NA,NA
"5870","Maintenance or Facility",NA,NA
"5871","Maintenance or Facility",40.73512654,-74.00157324
"5872","Maintenance or Facility",NA,NA
"5873","Maintenance or Facility",NA,NA
"5874","Maintenance or Facility",40.74506752,-73.97257603
"5875","Maintenance or Facility",NA,NA
"5876","Maintenance or Facility",NA,NA
"5877","Maintenance or Facility",NA,NA
"5878","Maintenance or Facility",NA,NA
"5879","Maintenance or Facility",NA,NA
"5880","Maintenance or Facility",NA,NA
"5881","Maintenance or Facility",NA,NA
"5882","Maintenance or Facility",NA,NA
"5883","Maintenance or Facility",40.75237897,-73.97034248
"5884","Maintenance or Facility",NA,NA
"5885","Maintenance or Facility",NA,NA
"5886","Maintenance or Facility",40.76732094,-73.92230347
"5887","Maintenance or Facility",NA,NA
"5888","Maintenance or Facility",NA,NA
"5889","Maintenance or Facility",40.656964,-73.84321686
"5890","Maintenance or Facility",40.83006709,-73.92914645
"5891","Maintenance or Facility",NA,NA
"5892","Maintenance or Facility",NA,NA
"5893","Maintenance or Facility",NA,NA
"5894","Maintenance or Facility",NA,NA
"5895","Maintenance or Facility",NA,NA
"5896","Maintenance or Facility",40.63695463,-74.11754937
"5897","Maintenance or Facility",40.656964,-73.84321686
"5898","Maintenance or Facility",NA,NA
"5899","Maintenance or Facility",40.70601128,-73.93547836
"5900","Maintenance or Facility",NA,NA
"5901","Maintenance or Facility",NA,NA
"5902","Maintenance or Facility",NA,NA
"5903","Maintenance or Facility",40.66684164,-73.7894084
"5904","Maintenance or Facility",NA,NA
"5905","Maintenance or Facility",NA,NA
"5906","Maintenance or Facility",NA,NA
"5907","Maintenance or Facility",40.68078781,-73.91957404
"5908","Maintenance or Facility",NA,NA
"5909","Maintenance or Facility",NA,NA
"5910","Maintenance or Facility",NA,NA
"5911","Maintenance or Facility",40.56515409,-73.89149573
"5912","Maintenance or Facility",NA,NA
"5913","Maintenance or Facility",40.64539746,-73.89358139
"5914","Maintenance or Facility",NA,NA
"5915","Maintenance or Facility",NA,NA
"5916","Maintenance or Facility",NA,NA
"5917","Maintenance or Facility",NA,NA
"5918","Maintenance or Facility",NA,NA
"5919","Maintenance or Facility",NA,NA
"5920","Maintenance or Facility",NA,NA
"5921","Maintenance or Facility",NA,NA
"5922","Maintenance or Facility",NA,NA
"5923","Maintenance or Facility",NA,NA
"5924","Maintenance or Facility",NA,NA
"5925","Maintenance or Facility",NA,NA
"5926","Maintenance or Facility",NA,NA
"5927","Maintenance or Facility",NA,NA
"5928","Maintenance or Facility",40.792303,-73.80722775
"5929","Maintenance or Facility",NA,NA
"5930","Maintenance or Facility",NA,NA
"5931","Maintenance or Facility",40.87828952,-73.8700582
"5932","Maintenance or Facility",40.69414823,-73.94026436
"5933","Maintenance or Facility",NA,NA
"5934","Maintenance or Facility",NA,NA
"5935","Maintenance or Facility",NA,NA
"5936","Maintenance or Facility",40.8214864,-73.91216708
"5937","Maintenance or Facility",NA,NA
"5938","Maintenance or Facility",NA,NA
"5939","Maintenance or Facility",NA,NA
"5940","Maintenance or Facility",40.81273909,-73.93761829
"5941","Maintenance or Facility",NA,NA
"5942","Maintenance or Facility",40.82364706,-73.94384437
"5943","Maintenance or Facility",40.7642781,-73.97301575
"5944","Maintenance or Facility",40.78351882,-73.79704132
"5945","Maintenance or Facility",NA,NA
"5946","Maintenance or Facility",NA,NA
"5947","Maintenance or Facility",40.57287421,-73.99490298
"5948","Maintenance or Facility",NA,NA
"5949","Maintenance or Facility",40.71625121,-73.8373273
"5950","Maintenance or Facility",NA,NA
"5951","Maintenance or Facility",40.62865835,-73.89209499
"5952","Maintenance or Facility",NA,NA
"5953","Maintenance or Facility",NA,NA
"5954","Maintenance or Facility",40.70357465,-73.7678075
"5955","Maintenance or Facility",40.74416744,-73.91247833
"5956","Maintenance or Facility",NA,NA
"5957","Maintenance or Facility",NA,NA
"5958","Maintenance or Facility",NA,NA
"5959","Maintenance or Facility",NA,NA
"5960","Maintenance or Facility",NA,NA
"5961","Maintenance or Facility",NA,NA
"5962","Maintenance or Facility",NA,NA
"5963","Maintenance or Facility",40.80932759,-73.85531344
"5964","Maintenance or Facility",NA,NA
"5965","Maintenance or Facility",NA,NA
"5966","Maintenance or Facility",NA,NA
"5967","Maintenance or Facility",40.67974381,-73.9221315
"5968","Maintenance or Facility",NA,NA
"5969","Maintenance or Facility",NA,NA
"5970","Maintenance or Facility",NA,NA
"5971","Maintenance or Facility",NA,NA
"5972","Maintenance or Facility",40.61785489,-74.03918271
"5973","Maintenance or Facility",NA,NA
"5974","Maintenance or Facility",NA,NA
"5975","Maintenance or Facility",NA,NA
"5976","Maintenance or Facility",40.7591044,-73.99214179
"5977","Maintenance or Facility",NA,NA
"5978","Maintenance or Facility",NA,NA
"5979","Maintenance or Facility",40.60684292,-74.01549691
"5980","Maintenance or Facility",NA,NA
"5981","Maintenance or Facility",NA,NA
"5982","Maintenance or Facility",NA,NA
"5983","Maintenance or Facility",NA,NA
"5984","Maintenance or Facility",40.72726152,-73.98265669
"5985","Maintenance or Facility",40.85076339,-73.89178168
"5986","Maintenance or Facility",NA,NA
"5987","Maintenance or Facility",NA,NA
"5988","Maintenance or Facility",NA,NA
"5989","Maintenance or Facility",NA,NA
"5990","Maintenance or Facility",40.86914718,-73.92214111
"5991","Maintenance or Facility",NA,NA
"5992","Maintenance or Facility",NA,NA
"5993","Maintenance or Facility",NA,NA
"5994","Maintenance or Facility",NA,NA
"5995","Maintenance or Facility",NA,NA
"5996","Maintenance or Facility",NA,NA
"5997","Maintenance or Facility",NA,NA
"5998","Maintenance or Facility",NA,NA
"5999","Maintenance or Facility",40.58113168,-73.8459221
"6000","Maintenance or Facility",40.72591973,-73.89533972
"6001","Maintenance or Facility",40.60855622,-73.93753897
"6002","Maintenance or Facility",40.74525015,-73.70930967
"6003","Maintenance or Facility",NA,NA
"6004","Maintenance or Facility",40.67503915,-73.93052967
"6005","Maintenance or Facility",40.81704806,-73.84647781
"6006","Maintenance or Facility",40.74416744,-73.91247833
"6007","Maintenance or Facility",NA,NA
"6008","Maintenance or Facility",40.88502999,-73.84314554
"6009","Maintenance or Facility",NA,NA
"6010","Maintenance or Facility",40.83024257,-73.94968908
"6011","Maintenance or Facility",NA,NA
"6012","Maintenance or Facility",NA,NA
"6013","Maintenance or Facility",NA,NA
"6014","Maintenance or Facility",NA,NA
"6015","Maintenance or Facility",NA,NA
"6016","Maintenance or Facility",NA,NA
"6017","Maintenance or Facility",NA,NA
"6018","Maintenance or Facility",NA,NA
"6019","Maintenance or Facility",NA,NA
"6020","Maintenance or Facility",40.69897271,-73.94409724
"6021","Maintenance or Facility",40.66822265,-73.97382603
"6022","Maintenance or Facility",NA,NA
"6023","Maintenance or Facility",NA,NA
"6024","Maintenance or Facility",40.74982408,-73.97220233
"6025","Maintenance or Facility",NA,NA
"6026","Maintenance or Facility",40.76963567,-73.94839908
"6027","Maintenance or Facility",40.82521305,-73.9077793
"6028","Maintenance or Facility",40.87558858,-73.89407358
"6029","Maintenance or Facility",40.77745272,-73.9888431
"6030","Maintenance or Facility",40.66085409,-73.97957783
"6031","Maintenance or Facility",40.81977057,-73.9367193
"6032","Maintenance or Facility",NA,NA
"6033","Maintenance or Facility",40.73027374,-73.79262842
"6034","Maintenance or Facility",40.73426077,-73.98354973
"6035","Maintenance or Facility",NA,NA
"6036","Maintenance or Facility",NA,NA
"6037","Maintenance or Facility",NA,NA
"6038","Maintenance or Facility",NA,NA
"6039","Maintenance or Facility",NA,NA
"6040","Maintenance or Facility",NA,NA
"6041","Maintenance or Facility",40.74029739,-74.00793899
"6042","Maintenance or Facility",NA,NA
"6043","Maintenance or Facility",NA,NA
"6044","Maintenance or Facility",NA,NA
"6045","Maintenance or Facility",NA,NA
"6046","Maintenance or Facility",NA,NA
"6047","Maintenance or Facility",NA,NA
"6048","Maintenance or Facility",NA,NA
"6049","Maintenance or Facility",40.7493029,-74.00806278
"6050","Maintenance or Facility",NA,NA
"6051","Maintenance or Facility",40.57477338,-73.97336229
"6052","Maintenance or Facility",NA,NA
