"","Complaint","Lat","Lon"
"3651","Maintenance or Facility",40.67894292,-73.83446194
"3652","Maintenance or Facility",40.59527053,-73.74820683
"3653","Maintenance or Facility",40.72908657,-73.98132486
"3654","Maintenance or Facility",40.81103299,-73.9214866
"3655","Maintenance or Facility",NA,NA
"3656","Maintenance or Facility",NA,NA
"3657","Maintenance or Facility",40.69977277,-73.98293072
"3658","Maintenance or Facility",NA,NA
"3659","Maintenance or Facility",NA,NA
"3660","Maintenance or Facility",NA,NA
"3661","Maintenance or Facility",40.67397505,-73.98569879
"3662","Maintenance or Facility",NA,NA
"3663","Maintenance or Facility",NA,NA
"3664","Maintenance or Facility",40.59812913,-74.00499092
"3665","Maintenance or Facility",NA,NA
"3666","Maintenance or Facility",NA,NA
"3667","Maintenance or Facility",NA,NA
"3668","Maintenance or Facility",40.67490674,-73.94446351
"3669","Maintenance or Facility",NA,NA
"3670","Maintenance or Facility",NA,NA
"3671","Maintenance or Facility",NA,NA
"3672","Maintenance or Facility",NA,NA
"3673","Maintenance or Facility",NA,NA
"3674","Maintenance or Facility",NA,NA
"3675","Maintenance or Facility",40.85487375,-73.91678976
"3676","Maintenance or Facility",40.87078267,-73.90685195
"3677","Maintenance or Facility",NA,NA
"3678","Maintenance or Facility",NA,NA
"3679","Maintenance or Facility",NA,NA
"3680","Maintenance or Facility",NA,NA
"3681","Maintenance or Facility",NA,NA
"3682","Maintenance or Facility",NA,NA
"3683","Maintenance or Facility",NA,NA
"3684","Maintenance or Facility",NA,NA
"3685","Maintenance or Facility",NA,NA
"3686","Maintenance or Facility",NA,NA
"3687","Maintenance or Facility",NA,NA
"3688","Maintenance or Facility",NA,NA
"3689","Maintenance or Facility",NA,NA
"3690","Maintenance or Facility",NA,NA
"3691","Maintenance or Facility",NA,NA
"3692","Maintenance or Facility",NA,NA
"3693","Maintenance or Facility",NA,NA
"3694","Maintenance or Facility",NA,NA
"3695","Maintenance or Facility",40.73104235,-73.99960311
"3696","Maintenance or Facility",40.73286635,-73.73218587
"3697","Maintenance or Facility",NA,NA
"3698","Maintenance or Facility",NA,NA
"3699","Maintenance or Facility",NA,NA
"3700","Maintenance or Facility",NA,NA
"3701","Maintenance or Facility",NA,NA
"3702","Maintenance or Facility",NA,NA
"3703","Maintenance or Facility",NA,NA
"3704","Maintenance or Facility",40.74729344,-73.91212054
"3705","Maintenance or Facility",NA,NA
"3706","Maintenance or Facility",NA,NA
"3707","Maintenance or Facility",NA,NA
"3708","Maintenance or Facility",NA,NA
"3709","Maintenance or Facility",NA,NA
"3710","Maintenance or Facility",NA,NA
"3711","Maintenance or Facility",NA,NA
"3712","Maintenance or Facility",NA,NA
"3713","Maintenance or Facility",NA,NA
"3714","Maintenance or Facility",NA,NA
"3715","Maintenance or Facility",NA,NA
"3716","Maintenance or Facility",NA,NA
"3717","Maintenance or Facility",NA,NA
"3718","Maintenance or Facility",NA,NA
"3719","Maintenance or Facility",NA,NA
"3720","Maintenance or Facility",40.62432183,-73.98496374
"3721","Maintenance or Facility",40.71182492,-73.8361153
"3722","Maintenance or Facility",40.77246136,-73.96704088
"3723","Maintenance or Facility",NA,NA
"3724","Maintenance or Facility",40.81197868,-73.92372525
"3725","Maintenance or Facility",NA,NA
"3726","Maintenance or Facility",40.74686062,-73.90967421
"3727","Maintenance or Facility",40.71591874,-73.99932183
"3728","Maintenance or Facility",NA,NA
"3729","Maintenance or Facility",NA,NA
"3730","Maintenance or Facility",NA,NA
"3731","Maintenance or Facility",NA,NA
"3732","Maintenance or Facility",NA,NA
"3733","Maintenance or Facility",NA,NA
"3734","Maintenance or Facility",NA,NA
"3735","Maintenance or Facility",NA,NA
"3736","Maintenance or Facility",40.62438444,-73.946422
"3737","Maintenance or Facility",NA,NA
"3738","Maintenance or Facility",NA,NA
"3739","Maintenance or Facility",NA,NA
"3740","Maintenance or Facility",NA,NA
"3741","Maintenance or Facility",NA,NA
"3742","Maintenance or Facility",NA,NA
"3743","Maintenance or Facility",NA,NA
"3744","Maintenance or Facility",NA,NA
"3745","Maintenance or Facility",NA,NA
"3746","Maintenance or Facility",40.71176566,-73.99232051
"3747","Maintenance or Facility",NA,NA
"3748","Maintenance or Facility",40.66312633,-73.95089286
"3749","Maintenance or Facility",NA,NA
"3750","Maintenance or Facility",NA,NA
"3751","Maintenance or Facility",40.61541445,-74.07345319
"3752","Maintenance or Facility",NA,NA
"3753","Maintenance or Facility",NA,NA
"3754","Maintenance or Facility",40.62868281,-74.09902103
"3755","Maintenance or Facility",40.63852557,-73.98130336
"3756","Maintenance or Facility",40.72412013,-73.85561749
"3757","Maintenance or Facility",NA,NA
"3758","Maintenance or Facility",40.87447746,-73.8916346
"3759","Maintenance or Facility",NA,NA
"3760","Maintenance or Facility",NA,NA
"3761","Maintenance or Facility",NA,NA
"3762","Maintenance or Facility",40.62012508,-74.01478317
"3763","Maintenance or Facility",40.84322618,-73.89151564
"3764","Maintenance or Facility",40.78319145,-73.98445121
"3765","Maintenance or Facility",NA,NA
"3766","Maintenance or Facility",40.69638439,-73.86016374
"3767","Maintenance or Facility",40.64090408,-74.00034231
"3768","Maintenance or Facility",40.69164052,-73.97155948
"3769","Maintenance or Facility",40.77452073,-73.8196524
"3770","Maintenance or Facility",40.79173423,-73.81016549
"3771","Maintenance or Facility",NA,NA
"3772","Maintenance or Facility",40.69189711,-73.97754535
"3773","Maintenance or Facility",NA,NA
"3774","Maintenance or Facility",NA,NA
"3775","Maintenance or Facility",40.75827569,-73.93335221
"3776","Maintenance or Facility",NA,NA
"3777","Maintenance or Facility",40.59726737,-73.99865686
"3778","Maintenance or Facility",40.62870778,-74.11900831
"3779","Maintenance or Facility",NA,NA
"3780","Maintenance or Facility",40.85710899,-73.9356029
"3781","Maintenance or Facility",40.68682442,-73.93880339
"3782","Maintenance or Facility",NA,NA
"3783","Maintenance or Facility",40.75934849,-73.91980044
"3784","Maintenance or Facility",NA,NA
"3785","Maintenance or Facility",NA,NA
"3786","Maintenance or Facility",NA,NA
"3787","Maintenance or Facility",NA,NA
"3788","Maintenance or Facility",NA,NA
"3789","Maintenance or Facility",NA,NA
"3790","Maintenance or Facility",NA,NA
"3791","Maintenance or Facility",40.70297039,-73.86824317
"3792","Maintenance or Facility",40.77147858,-73.81729226
"3793","Maintenance or Facility",NA,NA
"3794","Maintenance or Facility",NA,NA
"3795","Maintenance or Facility",NA,NA
"3796","Maintenance or Facility",NA,NA
"3797","Maintenance or Facility",NA,NA
"3798","Maintenance or Facility",NA,NA
"3799","Maintenance or Facility",NA,NA
"3800","Maintenance or Facility",NA,NA
"3801","Maintenance or Facility",NA,NA
"3802","Maintenance or Facility",40.76946892,-73.94993716
"3803","Maintenance or Facility",NA,NA
"3804","Maintenance or Facility",40.77147858,-73.81729226
"3805","Maintenance or Facility",NA,NA
"3806","Maintenance or Facility",NA,NA
"3807","Maintenance or Facility",40.69496362,-73.94622465
"3808","Maintenance or Facility",NA,NA
"3809","Maintenance or Facility",NA,NA
"3810","Maintenance or Facility",NA,NA
"3811","Maintenance or Facility",NA,NA
"3812","Maintenance or Facility",40.77914451,-73.94477375
"3813","Maintenance or Facility",40.76462436,-73.87177448
"3814","Maintenance or Facility",NA,NA
"3815","Maintenance or Facility",40.72555824,-74.00455309
"3816","Maintenance or Facility",NA,NA
"3817","Maintenance or Facility",40.7483564,-73.82052444
"3818","Maintenance or Facility",NA,NA
"3819","Maintenance or Facility",NA,NA
"3820","Maintenance or Facility",NA,NA
"3821","Maintenance or Facility",NA,NA
"3822","Maintenance or Facility",NA,NA
"3823","Maintenance or Facility",40.67789782,-74.00954311
"3824","Maintenance or Facility",NA,NA
"3825","Maintenance or Facility",NA,NA
"3826","Maintenance or Facility",NA,NA
"3827","Maintenance or Facility",NA,NA
"3828","Maintenance or Facility",NA,NA
"3829","Maintenance or Facility",40.86987642,-73.92089647
"3830","Maintenance or Facility",NA,NA
"3831","Maintenance or Facility",NA,NA
"3832","Maintenance or Facility",40.68177374,-73.94359969
"3833","Maintenance or Facility",40.79621626,-73.94969673
"3834","Maintenance or Facility",NA,NA
"3835","Maintenance or Facility",NA,NA
"3836","Maintenance or Facility",NA,NA
"3837","Maintenance or Facility",NA,NA
"3838","Maintenance or Facility",40.65488243,-73.96188035
"3839","Maintenance or Facility",40.68150471,-73.97422823
"3840","Maintenance or Facility",40.7599125,-73.95880976
"3841","Maintenance or Facility",NA,NA
"3842","Maintenance or Facility",40.61817722,-73.99927239
"3843","Maintenance or Facility",40.65253196,-73.74173434
"3844","Maintenance or Facility",NA,NA
"3845","Maintenance or Facility",NA,NA
"3846","Maintenance or Facility",NA,NA
"3847","Maintenance or Facility",NA,NA
"3848","Maintenance or Facility",NA,NA
"3849","Maintenance or Facility",NA,NA
"3850","Maintenance or Facility",NA,NA
"3851","Maintenance or Facility",40.8870994,-73.91330642
"3852","Maintenance or Facility",NA,NA
"3853","Maintenance or Facility",NA,NA
"3854","Maintenance or Facility",NA,NA
"3855","Maintenance or Facility",40.74158653,-73.92280983
"3856","Maintenance or Facility",NA,NA
"3857","Maintenance or Facility",NA,NA
"3858","Maintenance or Facility",40.78393381,-73.94422452
"3859","Maintenance or Facility",40.74607812,-73.97493587
"3860","Maintenance or Facility",NA,NA
"3861","Maintenance or Facility",40.69707941,-73.78416308
"3862","Maintenance or Facility",40.81262378,-73.96301466
"3863","Maintenance or Facility",NA,NA
"3864","Maintenance or Facility",NA,NA
"3865","Maintenance or Facility",NA,NA
"3866","Maintenance or Facility",NA,NA
"3867","Maintenance or Facility",NA,NA
"3868","Maintenance or Facility",40.74286481,-73.95862903
"3869","Maintenance or Facility",NA,NA
"3870","Maintenance or Facility",NA,NA
"3871","Maintenance or Facility",NA,NA
"3872","Maintenance or Facility",40.81273909,-73.93761829
"3873","Maintenance or Facility",NA,NA
"3874","Maintenance or Facility",40.7741151,-73.98862703
"3875","Maintenance or Facility",NA,NA
"3876","Maintenance or Facility",40.63370256,-73.96718507
"3877","Maintenance or Facility",NA,NA
"3878","Maintenance or Facility",40.79185704,-73.85073961
"3879","Maintenance or Facility",40.76343016,-73.99270081
"3880","Maintenance or Facility",NA,NA
"3881","Maintenance or Facility",40.62759252,-74.1717908
"3882","Maintenance or Facility",40.7786169,-73.83886115
"3883","Maintenance or Facility",NA,NA
"3884","Maintenance or Facility",NA,NA
"3885","Maintenance or Facility",NA,NA
"3886","Maintenance or Facility",40.68250667,-73.94374329
"3887","Maintenance or Facility",NA,NA
"3888","Maintenance or Facility",NA,NA
"3889","Maintenance or Facility",NA,NA
"3890","Maintenance or Facility",40.60938565,-74.00002161
"3891","Maintenance or Facility",NA,NA
"3892","Maintenance or Facility",NA,NA
"3893","Maintenance or Facility",NA,NA
"3894","Maintenance or Facility",40.79024334,-73.97314607
"3895","Maintenance or Facility",NA,NA
"3896","Maintenance or Facility",40.76775865,-73.99326351
"3897","Maintenance or Facility",NA,NA
"3898","Maintenance or Facility",NA,NA
"3899","Maintenance or Facility",NA,NA
"3900","Maintenance or Facility",40.60999886,-74.14774089
"3901","Maintenance or Facility",40.55837885,-74.10669026
"3902","Maintenance or Facility",NA,NA
"3903","Maintenance or Facility",NA,NA
"3904","Maintenance or Facility",NA,NA
"3905","Maintenance or Facility",NA,NA
"3906","Maintenance or Facility",40.60291566,-74.01074961
"3907","Maintenance or Facility",NA,NA
"3908","Maintenance or Facility",NA,NA
"3909","Maintenance or Facility",NA,NA
"3910","Maintenance or Facility",NA,NA
"3911","Maintenance or Facility",NA,NA
"3912","Maintenance or Facility",NA,NA
"3913","Maintenance or Facility",NA,NA
"3914","Maintenance or Facility",NA,NA
"3915","Maintenance or Facility",40.59218384,-73.92440478
"3916","Maintenance or Facility",40.83459701,-73.86101158
"3917","Maintenance or Facility",40.63201296,-74.01317536
"3918","Maintenance or Facility",NA,NA
"3919","Maintenance or Facility",40.7182761,-73.90218422
"3920","Maintenance or Facility",40.80244428,-73.93883073
"3921","Maintenance or Facility",40.72348686,-73.95164569
"3922","Maintenance or Facility",40.59600887,-73.74570865
"3923","Maintenance or Facility",NA,NA
"3924","Maintenance or Facility",40.83015539,-73.93962552
"3925","Maintenance or Facility",40.77745272,-73.9888431
"3926","Maintenance or Facility",NA,NA
"3927","Maintenance or Facility",NA,NA
"3928","Maintenance or Facility",40.78335718,-73.80844527
"3929","Maintenance or Facility",NA,NA
"3930","Maintenance or Facility",40.67077925,-73.84787072
"3931","Maintenance or Facility",40.76970587,-73.80742313
"3932","Maintenance or Facility",40.78202252,-73.97172308
"3933","Maintenance or Facility",NA,NA
"3934","Maintenance or Facility",NA,NA
"3935","Maintenance or Facility",NA,NA
"3936","Maintenance or Facility",NA,NA
"3937","Maintenance or Facility",NA,NA
"3938","Maintenance or Facility",40.73315261,-74.0102835
"3939","Maintenance or Facility",NA,NA
"3940","Maintenance or Facility",40.70701054,-73.94652151
"3941","Maintenance or Facility",40.67296764,-73.94185871
"3942","Maintenance or Facility",NA,NA
"3943","Maintenance or Facility",NA,NA
"3944","Maintenance or Facility",NA,NA
"3945","Maintenance or Facility",NA,NA
"3946","Maintenance or Facility",NA,NA
"3947","Maintenance or Facility",NA,NA
"3948","Maintenance or Facility",40.83923236,-73.94554425
"3949","Maintenance or Facility",NA,NA
"3950","Maintenance or Facility",40.76041961,-73.97582929
"3951","Maintenance or Facility",NA,NA
"3952","Maintenance or Facility",NA,NA
"3953","Maintenance or Facility",NA,NA
"3954","Maintenance or Facility",NA,NA
"3955","Maintenance or Facility",40.78195202,-73.97548205
"3956","Maintenance or Facility",40.61518197,-74.03766475
"3957","Maintenance or Facility",40.5565344,-74.12811764
"3958","Maintenance or Facility",NA,NA
"3959","Maintenance or Facility",NA,NA
"3960","Maintenance or Facility",NA,NA
"3961","Maintenance or Facility",40.600945,-73.82036973
"3962","Maintenance or Facility",40.59682034,-73.9295668
"3963","Maintenance or Facility",NA,NA
"3964","Maintenance or Facility",40.80907019,-73.9445394
"3965","Maintenance or Facility",NA,NA
"3966","Maintenance or Facility",40.7204516,-73.95270851
"3967","Maintenance or Facility",NA,NA
"3968","Maintenance or Facility",NA,NA
"3969","Maintenance or Facility",NA,NA
"3970","Maintenance or Facility",NA,NA
"3971","Maintenance or Facility",NA,NA
"3972","Maintenance or Facility",NA,NA
"3973","Maintenance or Facility",40.71371439,-73.90556364
"3974","Maintenance or Facility",NA,NA
"3975","Maintenance or Facility",NA,NA
"3976","Maintenance or Facility",40.61518197,-74.03766475
"3977","Maintenance or Facility",NA,NA
"3978","Maintenance or Facility",NA,NA
"3979","Maintenance or Facility",NA,NA
"3980","Maintenance or Facility",NA,NA
"3981","Maintenance or Facility",NA,NA
"3982","Maintenance or Facility",40.7204516,-73.95270851
"3983","Maintenance or Facility",NA,NA
"3984","Maintenance or Facility",NA,NA
"3985","Maintenance or Facility",NA,NA
"3986","Maintenance or Facility",NA,NA
"3987","Maintenance or Facility",40.57798509,-74.10051901
"3988","Maintenance or Facility",40.68199376,-73.7884087
"3989","Maintenance or Facility",NA,NA
"3990","Maintenance or Facility",NA,NA
"3991","Maintenance or Facility",NA,NA
"3992","Maintenance or Facility",40.70699727,-73.96136363
"3993","Maintenance or Facility",NA,NA
"3994","Maintenance or Facility",40.73138881,-73.9001444
"3995","Maintenance or Facility",NA,NA
"3996","Maintenance or Facility",40.74815948,-73.85405319
"3997","Maintenance or Facility",40.76060052,-73.96431418
"3998","Maintenance or Facility",NA,NA
"3999","Maintenance or Facility",NA,NA
"4000","Maintenance or Facility",NA,NA
"4001","Maintenance or Facility",NA,NA
"4002","Maintenance or Facility",NA,NA
"4003","Maintenance or Facility",40.83923236,-73.94554425
"4004","Maintenance or Facility",40.68199376,-73.7884087
"4005","Maintenance or Facility",NA,NA
"4006","Maintenance or Facility",NA,NA
"4007","Maintenance or Facility",40.62894123,-74.11618788
"4008","Maintenance or Facility",40.8711945,-73.91409008
"4009","Maintenance or Facility",NA,NA
"4010","Maintenance or Facility",NA,NA
"4011","Maintenance or Facility",NA,NA
"4012","Maintenance or Facility",40.63860603,-73.9482662
"4013","Maintenance or Facility",NA,NA
"4014","Maintenance or Facility",NA,NA
"4015","Maintenance or Facility",NA,NA
"4016","Maintenance or Facility",NA,NA
"4017","Maintenance or Facility",NA,NA
"4018","Maintenance or Facility",40.82360451,-73.85225457
"4019","Maintenance or Facility",40.71601447,-74.0088235
"4020","Maintenance or Facility",40.55729562,-74.12730219
"4021","Maintenance or Facility",NA,NA
"4022","Maintenance or Facility",40.79166283,-73.96468395
"4023","Maintenance or Facility",NA,NA
"4024","Maintenance or Facility",NA,NA
"4025","Maintenance or Facility",NA,NA
"4026","Maintenance or Facility",NA,NA
"4027","Maintenance or Facility",NA,NA
"4028","Maintenance or Facility",NA,NA
"4029","Maintenance or Facility",NA,NA
"4030","Maintenance or Facility",NA,NA
"4031","Maintenance or Facility",NA,NA
"4032","Maintenance or Facility",NA,NA
"4033","Maintenance or Facility",NA,NA
"4034","Maintenance or Facility",NA,NA
"4035","Maintenance or Facility",NA,NA
"4036","Maintenance or Facility",NA,NA
"4037","Maintenance or Facility",40.59348274,-74.16439001
"4038","Maintenance or Facility",40.54910523,-74.18046246
"4039","Maintenance or Facility",NA,NA
"4040","Maintenance or Facility",40.64936004,-74.01283283
"4041","Maintenance or Facility",NA,NA
"4042","Maintenance or Facility",40.66065647,-73.88578612
"4043","Maintenance or Facility",40.75324397,-73.88968427
"4044","Maintenance or Facility",NA,NA
"4045","Maintenance or Facility",NA,NA
"4046","Maintenance or Facility",40.61323961,-73.93897169
"4047","Maintenance or Facility",NA,NA
"4048","Maintenance or Facility",NA,NA
"4049","Maintenance or Facility",40.7101986,-73.99644349
"4050","Maintenance or Facility",40.85609364,-73.88611566
"4051","Maintenance or Facility",NA,NA
"4052","Maintenance or Facility",NA,NA
"4053","Maintenance or Facility",NA,NA
"4054","Maintenance or Facility",40.76280713,-73.99315572
"4055","Maintenance or Facility",NA,NA
"4056","Maintenance or Facility",NA,NA
"4057","Maintenance or Facility",40.8744743,-73.90030196
"4058","Maintenance or Facility",40.80050888,-73.93814625
"4059","Maintenance or Facility",NA,NA
"4060","Maintenance or Facility",40.78184023,-73.97928435
"4061","Maintenance or Facility",NA,NA
"4062","Maintenance or Facility",NA,NA
"4063","Maintenance or Facility",NA,NA
"4064","Maintenance or Facility",40.71510576,-73.96277659
"4065","Maintenance or Facility",NA,NA
"4066","Maintenance or Facility",40.71864128,-73.88183037
"4067","Maintenance or Facility",40.7741151,-73.98862703
"4068","Maintenance or Facility",NA,NA
"4069","Maintenance or Facility",NA,NA
"4070","Maintenance or Facility",40.83736937,-73.94698411
"4071","Maintenance or Facility",NA,NA
"4072","Maintenance or Facility",NA,NA
"4073","Maintenance or Facility",NA,NA
"4074","Maintenance or Facility",NA,NA
"4075","Maintenance or Facility",40.58776511,-74.1001917
"4076","Maintenance or Facility",40.72841273,-73.99425247
"4077","Maintenance or Facility",NA,NA
"4078","Maintenance or Facility",NA,NA
"4079","Maintenance or Facility",40.62438444,-73.946422
"4080","Maintenance or Facility",NA,NA
"4081","Maintenance or Facility",NA,NA
"4082","Maintenance or Facility",NA,NA
"4083","Maintenance or Facility",40.61136759,-74.03487131
"4084","Maintenance or Facility",NA,NA
"4085","Maintenance or Facility",NA,NA
"4086","Maintenance or Facility",40.82510192,-73.89055517
"4087","Maintenance or Facility",40.71799607,-73.90210166
"4088","Maintenance or Facility",NA,NA
"4089","Maintenance or Facility",NA,NA
"4090","Maintenance or Facility",NA,NA
"4091","Maintenance or Facility",NA,NA
"4092","Maintenance or Facility",40.83736937,-73.94698411
"4093","Maintenance or Facility",NA,NA
"4094","Maintenance or Facility",NA,NA
"4095","Maintenance or Facility",NA,NA
"4096","Maintenance or Facility",NA,NA
"4097","Maintenance or Facility",NA,NA
"4098","Maintenance or Facility",40.78184023,-73.97928435
"4099","Maintenance or Facility",NA,NA
"4100","Maintenance or Facility",40.77746192,-73.90309382
"4101","Maintenance or Facility",NA,NA
"4102","Maintenance or Facility",40.57690541,-74.0984727
"4103","Maintenance or Facility",40.59566146,-73.99313324
"4104","Maintenance or Facility",NA,NA
"4105","Maintenance or Facility",NA,NA
"4106","Maintenance or Facility",NA,NA
"4107","Maintenance or Facility",NA,NA
"4108","Maintenance or Facility",NA,NA
"4109","Maintenance or Facility",NA,NA
"4110","Maintenance or Facility",NA,NA
"4111","Maintenance or Facility",NA,NA
"4112","Maintenance or Facility",NA,NA
"4113","Maintenance or Facility",NA,NA
"4114","Maintenance or Facility",NA,NA
"4115","Maintenance or Facility",NA,NA
"4116","Maintenance or Facility",40.88040026,-73.90050282
"4117","Maintenance or Facility",NA,NA
"4118","Maintenance or Facility",NA,NA
"4119","Maintenance or Facility",40.59199402,-73.93737443
"4120","Maintenance or Facility",NA,NA
"4121","Maintenance or Facility",NA,NA
"4122","Maintenance or Facility",NA,NA
"4123","Maintenance or Facility",40.78171569,-73.82383959
"4124","Maintenance or Facility",NA,NA
"4125","Maintenance or Facility",NA,NA
"4126","Maintenance or Facility",NA,NA
"4127","Maintenance or Facility",NA,NA
"4128","Maintenance or Facility",NA,NA
"4129","Maintenance or Facility",NA,NA
"4130","Maintenance or Facility",NA,NA
"4131","Maintenance or Facility",40.68808752,-73.96681936
"4132","Maintenance or Facility",NA,NA
"4133","Maintenance or Facility",NA,NA
"4134","Maintenance or Facility",NA,NA
"4135","Maintenance or Facility",40.74436325,-73.91370508
"4136","Maintenance or Facility",40.8020766,-73.93406325
"4137","Maintenance or Facility",40.75533653,-73.8432452
"4138","Maintenance or Facility",40.80174149,-73.96475806
"4139","Maintenance or Facility",NA,NA
"4140","Maintenance or Facility",NA,NA
"4141","Maintenance or Facility",NA,NA
"4142","Maintenance or Facility",NA,NA
"4143","Maintenance or Facility",NA,NA
"4144","Maintenance or Facility",40.66050954,-73.96281426
"4145","Maintenance or Facility",NA,NA
"4146","Maintenance or Facility",NA,NA
"4147","Maintenance or Facility",NA,NA
"4148","Maintenance or Facility",NA,NA
"4149","Maintenance or Facility",NA,NA
"4150","Maintenance or Facility",NA,NA
"4151","Maintenance or Facility",NA,NA
"4152","Maintenance or Facility",NA,NA
"4153","Maintenance or Facility",40.78168726,-73.84411838
"4154","Maintenance or Facility",NA,NA
"4155","Maintenance or Facility",NA,NA
"4156","Maintenance or Facility",NA,NA
"4157","Maintenance or Facility",NA,NA
"4158","Maintenance or Facility",NA,NA
"4159","Maintenance or Facility",40.60974288,-73.94467258
"4160","Maintenance or Facility",NA,NA
"4161","Maintenance or Facility",40.7642781,-73.97301575
"4162","Maintenance or Facility",NA,NA
"4163","Maintenance or Facility",NA,NA
"4164","Maintenance or Facility",40.81257535,-73.95092709
"4165","Maintenance or Facility",40.7534343,-73.88782153
"4166","Maintenance or Facility",40.792303,-73.80722775
"4167","Maintenance or Facility",40.7962148,-73.82297054
"4168","Maintenance or Facility",NA,NA
"4169","Maintenance or Facility",NA,NA
"4170","Maintenance or Facility",NA,NA
"4171","Maintenance or Facility",NA,NA
"4172","Maintenance or Facility",40.70423411,-74.00629366
"4173","Maintenance or Facility",NA,NA
"4174","Maintenance or Facility",NA,NA
"4175","Maintenance or Facility",40.78576623,-73.81636472
"4176","Maintenance or Facility",NA,NA
"4177","Maintenance or Facility",NA,NA
"4178","Maintenance or Facility",NA,NA
"4179","Maintenance or Facility",NA,NA
"4180","Maintenance or Facility",NA,NA
"4181","Maintenance or Facility",40.73596084,-74.00512753
"4182","Maintenance or Facility",40.71211625,-73.73116906
"4183","Maintenance or Facility",NA,NA
"4184","Maintenance or Facility",NA,NA
"4185","Maintenance or Facility",NA,NA
"4186","Maintenance or Facility",NA,NA
"4187","Maintenance or Facility",NA,NA
"4188","Maintenance or Facility",NA,NA
"4189","Maintenance or Facility",NA,NA
"4190","Maintenance or Facility",NA,NA
"4191","Maintenance or Facility",NA,NA
"4192","Maintenance or Facility",40.6530177,-73.73685274
"4193","Maintenance or Facility",40.60855622,-73.93753897
"4194","Maintenance or Facility",40.600945,-73.82036973
"4195","Maintenance or Facility",NA,NA
"4196","Maintenance or Facility",NA,NA
"4197","Maintenance or Facility",40.72836344,-74.00281784
"4198","Maintenance or Facility",NA,NA
"4199","Maintenance or Facility",40.70281027,-73.92539017
"4200","Maintenance or Facility",40.65664254,-74.005262
"4201","Maintenance or Facility",NA,NA
"4202","Maintenance or Facility",NA,NA
"4203","Maintenance or Facility",40.6313292,-74.03879792
"4204","Maintenance or Facility",NA,NA
"4205","Maintenance or Facility",NA,NA
"4206","Maintenance or Facility",NA,NA
"4207","Maintenance or Facility",NA,NA
"4208","Maintenance or Facility",40.70523053,-74.00475007
"4209","Maintenance or Facility",NA,NA
"4210","Maintenance or Facility",NA,NA
"4211","Maintenance or Facility",NA,NA
"4212","Maintenance or Facility",40.78168573,-73.8450175
"4213","Maintenance or Facility",NA,NA
"4214","Maintenance or Facility",40.71329304,-73.72968898
"4215","Maintenance or Facility",NA,NA
"4216","Maintenance or Facility",NA,NA
"4217","Maintenance or Facility",NA,NA
"4218","Maintenance or Facility",NA,NA
"4219","Maintenance or Facility",NA,NA
"4220","Maintenance or Facility",NA,NA
"4221","Maintenance or Facility",NA,NA
"4222","Maintenance or Facility",NA,NA
"4223","Maintenance or Facility",NA,NA
"4224","Maintenance or Facility",40.74047057,-73.99828589
"4225","Maintenance or Facility",NA,NA
"4226","Maintenance or Facility",NA,NA
"4227","Maintenance or Facility",NA,NA
"4228","Maintenance or Facility",40.74879969,-73.96984602
"4229","Maintenance or Facility",40.68008225,-73.97139496
"4230","Maintenance or Facility",40.70435215,-74.00610973
"4231","Maintenance or Facility",40.70759579,-73.96186103
"4232","Maintenance or Facility",40.60179576,-73.97256646
"4233","Maintenance or Facility",40.65734789,-73.97404294
"4234","Maintenance or Facility",40.80050888,-73.93814625
"4235","Maintenance or Facility",NA,NA
"4236","Maintenance or Facility",40.60745787,-73.98533128
"4237","Maintenance or Facility",40.68609149,-73.93865983
"4238","Maintenance or Facility",NA,NA
"4239","Maintenance or Facility",40.77745272,-73.9888431
"4240","Maintenance or Facility",NA,NA
"4241","Maintenance or Facility",NA,NA
"4242","Maintenance or Facility",NA,NA
"4243","Maintenance or Facility",NA,NA
"4244","Maintenance or Facility",40.81914228,-73.93717874
"4245","Maintenance or Facility",NA,NA
"4246","Maintenance or Facility",NA,NA
"4247","Maintenance or Facility",NA,NA
"4248","Maintenance or Facility",NA,NA
"4249","Maintenance or Facility",NA,NA
"4250","Maintenance or Facility",NA,NA
"4251","Maintenance or Facility",NA,NA
"4252","Maintenance or Facility",NA,NA
"4253","Maintenance or Facility",NA,NA
"4254","Maintenance or Facility",40.82043727,-73.9362273
"4255","Maintenance or Facility",40.84364239,-73.91303054
"4256","Maintenance or Facility",NA,NA
"4257","Maintenance or Facility",NA,NA
"4258","Maintenance or Facility",40.57554239,-73.96486302
"4259","Maintenance or Facility",NA,NA
"4260","Maintenance or Facility",NA,NA
"4261","Maintenance or Facility",NA,NA
"4262","Maintenance or Facility",NA,NA
"4263","Maintenance or Facility",NA,NA
"4264","Maintenance or Facility",NA,NA
"4265","Maintenance or Facility",NA,NA
"4266","Maintenance or Facility",40.69545055,-73.8066459
"4267","Maintenance or Facility",NA,NA
"4268","Maintenance or Facility",NA,NA
"4269","Maintenance or Facility",NA,NA
"4270","Maintenance or Facility",40.81735204,-73.88338202
"4271","Maintenance or Facility",40.88735651,-73.91580878
"4272","Maintenance or Facility",NA,NA
"4273","Maintenance or Facility",NA,NA
"4274","Maintenance or Facility",NA,NA
"4275","Maintenance or Facility",40.75517021,-73.88908913
"4276","Maintenance or Facility",40.88594076,-73.91651219
"4277","Maintenance or Facility",NA,NA
"4278","Maintenance or Facility",NA,NA
"4279","Maintenance or Facility",NA,NA
