"","BOROUGH","ADDRESS","ZIP.CODE","SALE.PRICE"
"643",1," 127 7 AVENUE,    4C                       ",10011,1094618
"644",1," 127 7 AVENUE,    4E                       ",10011,992793
"645",1," 127 7 AVENUE,    6A                       ",10011,1018250
"646",1," 127 7 AVENUE,    6B                       ",10011,936790
"647",1," 127 7 AVENUE,    7A                       ",10011,1599568
"648",1," 127 7 AVENUE,    8B                       ",10011,1832850
"649",1," 127 7 AVENUE,    9A                       ",10011,1848123
"650",1," 127 7 AVENUE,    9B                       ",10011,2036500
"651",1," 127 7 AVENUE,   10A                       ",10011,1853215
"652",1," 127 7 AVENUE,  PH11                       ",10011,6134956
"653",1," 127 7 AVENUE,   PHA                       ",10011,5181110
"654",1," 127 7 AVENUE,   PHB                       ",10011,2500000
"655",1," 130 WEST 19 STREET, 6A                    ",10011,1635000
"656",1," 130 WEST 19 STREET, 10C                   ",10011,1930000
"660",1," 121 WEST 19 STREET, 10G                   ",10011,2100000
"662",1," 130 WEST 20 STREET,    2B                 ",10011,901151
"663",1," 130 WEST 20 STREET,    2C                 ",10011,775000
"664",1," 130 WEST 20 STREET,    2D                 ",10011,798308
"665",1," 130 WEST 20 STREET,    3A                 ",10011,699000
"666",1," 130 WEST 20 STREET,    3B                 ",10011,804417
"667",1," 130 WEST 20 STREET,    3C                 ",10011,824782
"668",1," 130 WEST 20 STREET,    3D                 ",10011,813581
"669",1," 130 WEST 20 STREET,    4A                 ",10011,707000
"670",1," 130 WEST 20 STREET,    4B                 ",10011,922534
"671",1," 130 WEST 20 STREET,    4C                 ",10011,800000
"672",1," 130 WEST 20 STREET,    4D                 ",10011,700000
"673",1," 130 WEST 20 STREET,    5A                 ",10011,630000
"674",1," 130 WEST 20 STREET,    5B                 ",10011,950027
"675",1," 130 WEST 20 STREET,    5C                 ",10011,950027
"676",1," 130 WEST 20 STREET,    6A                 ",10011,697501
"677",1," 130 WEST 20 STREET,    6C                 ",10011,845147
"678",1," 130 WEST 20 STREET,    7B                 ",10011,845000
"679",1," 130 WEST 20 STREET,    7C                 ",10011,990757
"680",1," 130 WEST 20 STREET,    7D                 ",10011,725000
"681",1," 130 WEST 20 STREET, PH10B                 ",10011,1725000
"682",1," 130 WEST 20 STREET, PH11A                 ",10011,2055000
"683",1," 181 7 AVENUE, 5A                          ",10011,430000
"684",1," 181 7 AVENUE, 9A                          ",10011,850000
"687",1," 121 WEST 20 STREET, 2G                    ",10011,1300000
"688",1," 121 WEST 20 STREET, 4B                    ",10011,1292500
"689",1," 129 WEST 20 STREET, 5C                    ",10011,765000
"690",1," 655 6 AVENUE, 4F                          ",10010,1270000
"691",1," 655 6 AVENUE, 5G                          ",10010,1550000
"695",1," 146 WEST 22 STREET, 3                     ",10011,2555000
"696",1," 125 WEST 21 STREET, 2B                    ",10011,500000
"697",1," 125 WEST 21 STREET, 4C                    ",10011,399000
"698",1," 125 WEST 21 STREET, 7A                    ",10011,1650000
"699",1," 125 WEST 21 STREET, 7E                    ",10011,997885
"700",1," 125 WEST 21 STREET, 8A                    ",10011,1650000
"701",1," 125 WEST 21 STREET, 8E                    ",10011,997885
"702",1," 125 WEST 21 STREET, 9E                    ",10011,997885
"703",1," 140 WEST 22 STREET, 2B                    ",10011,590193
"704",1," 140 WEST 22 STREET, 2E                    ",10011,566637
"705",1," 140 WEST 22 STREET, 3B                    ",10011,550000
"706",1," 140 WEST 22 STREET, 3C                    ",10011,946972
"707",1," 140 WEST 22 STREET, 3E                    ",10011,583712
"708",1," 140 WEST 22 STREET, 4A                    ",10011,1206626
"709",1," 140 WEST 22 STREET, 4B                    ",10011,685000
"710",1," 140 WEST 22 STREET, 4E                    ",10011,590585
"711",1," 140 WEST 22 STREET, 5D                    ",10011,970000
"712",1," 140 WEST 22 STREET, 6B                    ",10011,715000
"713",1," 140 WEST 22 STREET, 6E                    ",10011,695000
"714",1," 140 WEST 22 STREET, 7C                    ",10011,1275000
"715",1," 140 WEST 22 STREET, 9B                    ",10011,2075000
"716",1," 140 WEST 22 STREET, 10A                   ",10011,1105000
"717",1," 140 WEST 22 STREET, 11C                   ",10011,1355000
"718",1," 140 WEST 22 STREET, 11D                   ",10011,1825000
"719",1," 140 WEST 22 STREET, PHA                   ",10011,3920262
"720",1," 140 WEST 22 STREET, PHB                   ",10011,4067908
"721",1," 140 WEST 22 STREET, PHC                   ",10011,4000000
"722",1," 170 WEST 23 STREET, 2N                    ",10011,565000
"723",1," 170 WEST 23 STREET, 2W                    ",10011,450000
"724",1," 170 WEST 23 STREET, 3B                    ",10011,530000
"725",1," 170 WEST 23 STREET, 3G                    ",10011,549000
"726",1," 170 WEST 23 STREET, 3P                    ",10011,580000
"729",1," 125 WEST 22 STREET,    3B                 ",10011,1501918
"730",1," 125 WEST 22 STREET,    4B                 ",10011,1501918
"731",1," 125 WEST 22 STREET,    8B                 ",10011,990000
"732",1," 125 WEST 22 STREET,   PHA                 ",10011,1288086
"733",1," 125 WEST 22 STREET,   PHB                 ",10011,1850000
"734",1," 133 WEST 22 STREET, 3A                    ",10011,605858
"735",1," 133 WEST 22 STREET, 9A                    ",10011,642006
"736",1," 133 WEST 22 STREET, 11A                   ",10011,625000
"737",1," 133 WEST 22 STREET, 12A                   ",10011,1425550
"738",1," 133 WEST 22 STREET, PHA                   ",10011,3843893
"739",1," 133 WEST 22 STREET, 2B                    ",10011,1305905
"740",1," 133 WEST 22 STREET, 3B                    ",10011,1354272
"741",1," 133 WEST 22 STREET, 5B                    ",10011,1323725
"742",1," 133 WEST 22 STREET, 6B                    ",10011,1400093
"743",1," 133 WEST 22 STREET, 7B                    ",10011,1476462
"744",1," 133 WEST 22 STREET, 8B                    ",10011,1700477
"745",1," 133 WEST 22 STREET, 9B                    ",10011,1822667
"746",1," 133 WEST 22 STREET, 10B                   ",10011,1210000
"747",1," 133 WEST 22 STREET, 11B                   ",10011,1573196
"748",1," 133 WEST 22 STREET, PHB                   ",10011,4225000
"749",1," 133 WEST 22 STREET, 2C                    ",10011,824782
"750",1," 133 WEST 22 STREET, 3C                    ",10011,840056
"751",1," 133 WEST 22 STREET, 4C                    ",10011,855330
"752",1," 133 WEST 22 STREET, 5C                    ",10011,890968
"753",1," 133 WEST 22 STREET, 6C                    ",10011,916425
"754",1," 133 WEST 22 STREET, 8C                    ",10011,916425
"755",1," 133 WEST 22 STREET, 9C                    ",10011,1064071
"756",1," 133 WEST 22 STREET, 11C                   ",10011,1425550
"757",1," 133 WEST 22 STREET, 2D                    ",10011,1130257
"758",1," 133 WEST 22 STREET, 3D                    ",10011,931698
"759",1," 133 WEST 22 STREET, 5D                    ",10011,1069162
"760",1," 133 WEST 22 STREET, 6D                    ",10011,968937
"761",1," 133 WEST 22 STREET, 7D                    ",10011,1934675
"762",1," 133 WEST 22 STREET, 9D                    ",10011,1680112
"763",1," 133 WEST 22 STREET, 10D                   ",10011,3156575
"764",1," 133 WEST 22 STREET, 11D                   ",10011,2857209
"765",1," 133 WEST 22 STREET, 12D                   ",10011,3105662
"766",1," 133 WEST 22 STREET, 2E                    ",10011,1099710
"767",1," 133 WEST 22 STREET, 3E                    ",10011,1140440
"768",1," 133 WEST 22 STREET, 5E                    ",10011,1018248
"769",1," 133 WEST 22 STREET, 8E                    ",10011,1909218
"770",1," 133 WEST 22 STREET, 9E                    ",10011,2021226
"771",1," 133 WEST 22 STREET, 10E                   ",10011,2025000
"772",1," 133 WEST 22 STREET, 11E                   ",10011,1527375
"773",1," 133 WEST 22 STREET, 2F                    ",10011,1275000
"774",1," 133 WEST 22 STREET, 3F                    ",10011,1318633
"775",1," 133 WEST 22 STREET, 6F                    ",10011,1242265
"776",1," 133 WEST 22 STREET, 7F                    ",10011,1608835
"777",1," 133 WEST 22 STREET, 8F                    ",10011,1323725
"778",1," 133 WEST 22 STREET, 9F                    ",10011,1675021
"779",1," 133 WEST 22 STREET, 10F                   ",10011,753563
"780",1," 133 WEST 22 STREET, 11F                   ",10011,926912
"781",1," 133 WEST 22 STREET, 3G                    ",10011,824782
"782",1," 133 WEST 22 STREET, 5G                    ",10011,784052
"783",1," 133 WEST 22 STREET, 7G                    ",10011,1221900
"784",1," 133 WEST 22 STREET, 8G                    ",10011,1603743
"785",1," 133 WEST 22 STREET, 9G                    ",10011,1600000
"786",1," 133 WEST 22 STREET, H                     ",10011,2952925
"787",1," 133 WEST 22 STREET, 9H                    ",10011,789143
"788",1," 133 WEST 22 STREET, 2J                    ",10011,850238
"789",1," 133 WEST 22 STREET, 5J                    ",10011,801362
"790",1," 133 WEST 22 STREET, 8J                    ",10011,901151
"791",1," 133 WEST 22 STREET, 9J                    ",10011,763687
"792",1," 133 WEST 22 STREET, 3K                    ",10011,712775
"793",1," 133 WEST 22 STREET, 4K                    ",10011,738231
"794",1," 133 WEST 22 STREET, 5K                    ",10011,733140
"795",1," 133 WEST 22 STREET, 4L                    ",10011,712775
"796",1," 124 WEST 24 STREET, 5B                    ",10011,923680
"797",1," 124 WEST 24 STREET, ROOF2                 ",10011,22088
"799",1," 245 7 AVENUE, 3C                          ",10001,800000
"801",1," 101 WEST 24 STREET, 12A                   ",10011,1325000
"802",1," 101 WEST 24 STREET, 16A                   ",10011,1355000
"804",1," 101 WEST 24 STREET, 28A                   ",10011,1545000
"805",1," 101 WEST 24 STREET, PH1A                  ",10011,2189237
"806",1," 101 WEST 24 STREET, PH2A                  ",10011,2189237
"807",1," 101 WEST 24 STREET, PH3A                  ",10011,2138325
"808",1," 101 WEST 24 STREET, 32B                   ",10011,2160000
"809",1," 101 WEST 24 STREET, PH1B                  ",10011,3207487
"810",1," 101 WEST 24 STREET, 23C                   ",10011,1069162
"811",1," 101 WEST 24 STREET, 35C                   ",10011,2341975
"812",1," 101 WEST 24 STREET, 6D                    ",10011,1527375
"813",1," 101 WEST 24 STREET, 17D                   ",10011,1695000
"814",1," 101 WEST 24 STREET, 19D                   ",10011,1374637
"815",1," 101 WEST 24 STREET, 23D                   ",10011,1395002
"816",1," 101 WEST 24 STREET, 24D                   ",10011,1374637
"817",1," 101 WEST 24 STREET, 26D                   ",10011,1578287
"818",1," 101 WEST 24 STREET, 31D                   ",10011,1651857
"819",1," 101 WEST 24 STREET, 5E                    ",10011,1293177
"821",1," 101 WEST 24 STREET, 3H                    ",10011,1435732
"822",1," 101 WEST 24 STREET, 6H                    ",10011,1038615
"823",1," 101 WEST 24 STREET, 18H                   ",10011,998500
"824",1," 144 WEST 27 STREET, 5R                    ",10001,1650000
"825",1," 144 WEST 27 STREET, 11SE                  ",10001,1200000
"826",1," 144 WEST 27 STREET, 11SW                  ",10001,600000
"827",1," 315 7 AVENUE, 12D                         ",10001,542000
"828",1," 315 7 AVENUE, 15C                         ",10001,600000
"833",1," 100 8 AVENUE                              ",10011,3000000
"835",1," 524 WEST 19 STREET                        ",10011,3480276
"836",1," 524 WEST 19 STREET                        ",10011,4938512
"837",1," 428 WEST 20 STREET                        ",10011,1205417
"838",1," 333 WEST 14 STREET,     2                 ",10014,1870000
"839",1," 333 WEST 14 STREET,     3                 ",10014,1934675
"840",1," 333 WEST 14 STREET,     4                 ",10014,1950000
"841",1," 333 WEST 14 STREET,     5                 ",10014,2028500
"842",1," 333 WEST 14 STREET,     6                 ",10014,2000000
"843",1," 333 WEST 14 STREET,     7                 ",10014,2075000
"844",1," 333 WEST 14 STREET,     8                 ",10014,2100000
"845",1," 333 WEST 14 STREET,    PH                 ",10014,4100000
"846",1," 182 9 AVENUE, 2                           ",10011,975000
"847",1," 211 WEST 18 STREET, PH                    ",10011,3400000
"848",1," 133 WEST 14 STREET, 1                     ",10011,1525000
"849",1," 135 WEST 14 STREET                        ",10011,1887835
"850",1," 135 WEST 14 STREET                        ",10011,1934675
"851",1," 135 WEST 14 STREET                        ",10011,2036500
"852",1," 135 WEST 14 STREET                        ",10011,1654656
"853",1," 135 WEST 14 STREET                        ",10011,1900000
"854",1," 136 WEST 17 STREET, 2A                    ",10011,1515000
"856",1," 158 WEST 23 STREET, 4                     ",10011,1402683
"857",1," 158 WEST 23 STREET, 7                     ",10011,1680112
"858",1," 107 WEST 26 STREET                        ",10001,1501918
"859",1," 210 WEST 18 STREET                        ",10011,25250000
"860",1," 135 WEST 14 STREET                        ",10011,2163525
"861",1," 465 WEST 23RD   STREET, RCU1              ",10011,27604
"862",1," 465 WEST 23RD   STREET, RCU1              ",10011,556873
"863",1," 465 WEST 23RD STREET, 16JK                ",10011,1267500
"864",1," 405 WEST 23RD   STREET, 8F                ",10011,525000
"865",1," 465 WEST 23RD   STREET, 3I                ",10011,470000
"866",1," 465 WEST 23RD   STREET, RCU1              ",10011,818570
"867",1," 465 WEST 23RD   STREET, RCU1              ",10011,27744
"868",1," 465 WEST 23RD   STREET, RCU1              ",10011,445000
"869",1," 470 WEST 24TH STREET, 5J                  ",10011,745000
"870",1," 465 WEST 23RD   STREET, 5D                ",10011,425000
"871",1," 465 WEST 23RD   STREET, RCU1              ",10011,747217
"872",1," 465 WEST 23RD   STREET, RCU1              ",10011,767790
"873",1," 405 WEST 23RD   STREET, 8-D               ",10011,363000
"874",1," 465 WEST 23RD   STREET, 6GH               ",10011,1100000
"875",1," 470 WEST 24TH STREET, 2H                  ",10011,765000
"876",1," 465 WEST 23RD   STREET, RCU1              ",10011,3788986
"877",1," 465 WEST 23RD   STREET, RCU1              ",10011,428000
"878",1," 465 WEST 23RD   STREET, 8G                ",10011,515000
"879",1," 405 WEST 23RD   STREET, 11K               ",10011,550000
"880",1," 410 WEST 24TH STREET, 5C                  ",10011,365000
"881",1," 405 WEST 23RD   STREET, PHA               ",10011,4400000
"882",1," 405 WEST 23RD   STREET, 14E               ",10011,781000
"883",1," 405 WEST 23RD   STREET, 7K                ",10011,405000
"884",1," 405 WEST 23RD   STREET, 15M               ",10011,746530
